sku,store,date,sales
1111,1140,7/14/2019,4
1111,1140,7/21/2019,3
1111,1140,7/28/2019,57
1111,1140,8/4/2019,2
1111,1140,8/11/2019,4
1111,1140,8/18/2019,12
1111,1140,8/25/2019,5
1111,1140,9/1/2019,4
1111,1140,9/8/2019,12
1111,1140,9/15/2019,14
1111,1140,9/22/2019,5
1111,1140,9/29/2019,2
1111,1140,10/6/2019,5
1111,1140,10/13/2019,19
1111,1140,10/20/2019,1
1111,1140,10/27/2019,14
1111,1140,11/3/2019,1
1111,1140,11/10/2019,8
1111,1140,11/17/2019,9
1111,1140,11/24/2019,1
1111,1140,12/1/2019,3
1111,1140,12/8/2019,6
1111,1140,12/15/2019,11
1111,1140,12/22/2019,4
1111,1140,12/29/2019,4
1111,1141,1/6/2019,5
1111,1141,1/13/2019,4
1111,1141,1/20/2019,3
1111,1141,1/27/2019,10
1111,1141,2/3/2019,12
1111,1141,2/10/2019,0
1111,1141,2/17/2019,14
1111,1141,2/24/2019,7
1111,1141,3/3/2019,5
1111,1141,3/10/2019,6
1111,1141,3/17/2019,1
1111,1141,3/24/2019,5
1111,1141,3/31/2019,3
1111,1141,4/7/2019,3
1111,1141,4/14/2019,14
1111,1141,4/21/2019,7
1111,1141,4/28/2019,1
1111,1141,5/5/2019,4
1111,1141,5/12/2019,2
1111,1141,5/19/2019,7
1111,1141,5/26/2019,4
1111,1141,6/2/2019,6
1111,1141,6/9/2019,2
1111,1141,6/16/2019,7
1111,1141,6/23/2019,23
1111,1141,6/30/2019,6
1111,1141,7/7/2019,3
1111,1141,7/14/2019,5
1111,1141,7/21/2019,5
1111,1141,7/28/2019,11
1111,1141,8/4/2019,27
1111,1141,8/11/2019,4
1111,1141,8/18/2019,15
1111,1141,8/25/2019,2
1111,1141,9/1/2019,6
1111,1141,9/8/2019,4
1111,1141,9/15/2019,2
1111,1141,9/22/2019,14
1111,1141,9/29/2019,6
1111,1141,10/6/2019,18
1111,1141,10/13/2019,9
1111,1141,10/20/2019,2
1111,1141,10/27/2019,2
1111,1141,11/3/2019,11
1111,1141,11/10/2019,13
1111,1141,11/17/2019,7
1111,1141,11/24/2019,11
1111,1141,12/1/2019,4
1111,1141,12/8/2019,11
1111,1141,12/15/2019,2
1111,1141,12/22/2019,2
1111,1141,12/29/2019,3
1111,1142,1/6/2019,7
1111,1142,1/13/2019,15
1111,1142,1/20/2019,8
1111,1142,1/27/2019,10
1111,1142,2/3/2019,16
1111,1142,2/10/2019,8
1111,1142,2/17/2019,7
1111,1142,2/24/2019,16
1111,1142,3/3/2019,33
1111,1142,3/10/2019,7
1111,1142,3/17/2019,13
1111,1142,3/24/2019,5
1111,1142,3/31/2019,6
1111,1142,4/7/2019,4
1111,1142,4/14/2019,5
1111,1142,4/21/2019,5
1111,1142,4/28/2019,5
1111,1142,5/5/2019,14
1111,1142,5/12/2019,3
1111,1142,5/19/2019,4
1111,1142,5/26/2019,2
1111,1142,6/2/2019,5
1111,1142,6/9/2019,6
1111,1142,6/16/2019,7
1111,1142,6/23/2019,1
1111,1142,6/30/2019,5
1111,1142,7/7/2019,18
1111,1142,7/14/2019,8
1111,1142,7/21/2019,1
1111,1142,7/28/2019,8
1111,1142,8/4/2019,3
1111,1142,8/11/2019,23
1111,1142,8/18/2019,3
1111,1142,8/25/2019,5
1111,1142,9/1/2019,23
1111,1142,9/8/2019,7
1111,1142,9/15/2019,21
1111,1142,9/22/2019,8
1111,1142,9/29/2019,20
1111,1142,10/6/2019,2
1111,1142,10/13/2019,19
1111,1142,10/20/2019,1
1111,1142,10/27/2019,16
1111,1142,11/3/2019,5
1111,1142,11/10/2019,6
1111,1142,11/17/2019,8
1111,1142,11/24/2019,7
1111,1142,12/1/2019,1
1111,1142,12/8/2019,34
1111,1142,12/15/2019,3
1111,1142,12/22/2019,20
1111,1142,12/29/2019,23
1111,1143,1/6/2019,11
1111,1143,1/13/2019,2
1111,1143,1/20/2019,4
1111,1143,1/27/2019,3
1111,1143,2/3/2019,1
1111,1143,2/10/2019,23
1111,1143,2/17/2019,13
1111,1143,2/24/2019,8
1111,1143,3/3/2019,1
1111,1143,3/10/2019,7
1111,1143,3/17/2019,10
1111,1143,3/24/2019,14
1111,1143,3/31/2019,12
1111,1143,4/7/2019,15
1111,1143,4/14/2019,7
1111,1143,4/21/2019,4
1111,1143,4/28/2019,8
1111,1143,5/5/2019,1
1111,1143,5/12/2019,3
1111,1143,5/19/2019,1
1111,1143,5/26/2019,1
1111,1143,6/2/2019,28
1111,1143,6/9/2019,6
1111,1143,6/16/2019,11
1111,1143,6/23/2019,8
1111,1143,6/30/2019,6
1111,1143,7/7/2019,2
1111,1143,7/14/2019,11
1111,1143,7/21/2019,4
1111,1143,7/28/2019,7
1111,1143,8/4/2019,5
1111,1143,8/11/2019,1
1111,1143,8/18/2019,20
1111,1143,8/25/2019,1
1111,1143,9/1/2019,7
1111,1143,9/8/2019,2
1111,1143,9/15/2019,12
1111,1143,9/22/2019,13
1111,1143,9/29/2019,1
1111,1143,10/6/2019,6
1111,1143,10/13/2019,4
1111,1143,10/20/2019,3
1111,1143,10/27/2019,2
1111,1143,11/3/2019,1
1111,1143,11/10/2019,13
1111,1143,11/17/2019,2
1111,1143,11/24/2019,3
1111,1143,12/1/2019,13
1111,1143,12/8/2019,21
1111,1143,12/15/2019,1
1111,1143,12/22/2019,12
1111,1143,12/29/2019,15
1111,1144,1/6/2019,9
1111,1144,1/13/2019,3
1111,1144,1/20/2019,14
1111,1144,1/27/2019,2
1111,1144,2/3/2019,7
1111,1144,2/10/2019,3
1111,1144,2/17/2019,14
1111,1144,2/24/2019,8
1111,1144,3/3/2019,5
1111,1144,3/10/2019,1
1111,1144,3/17/2019,5
1111,1144,3/24/2019,3
1111,1144,3/31/2019,7
1111,1144,4/7/2019,27
1111,1144,4/14/2019,23
1111,1144,4/21/2019,2
1111,1144,4/28/2019,18
1111,1144,5/5/2019,15
1111,1144,5/12/2019,6
1111,1144,5/19/2019,1
1111,1144,5/26/2019,5
1111,1144,6/2/2019,11
1111,1144,6/9/2019,9
1111,1144,6/16/2019,15
1111,1144,6/23/2019,5
1111,1144,6/30/2019,1
1111,1144,7/7/2019,3
1111,1144,7/14/2019,9
1111,1144,7/21/2019,27
1111,1144,7/28/2019,6
1111,1144,8/4/2019,28
1111,1144,8/11/2019,13
1111,1144,8/18/2019,2
1111,1144,8/25/2019,10
1111,1144,9/1/2019,8
1111,1144,9/8/2019,1
1111,1144,9/15/2019,3
1111,1144,9/22/2019,5
1111,1144,9/29/2019,6
1111,1144,10/6/2019,4
1111,1144,10/13/2019,3
1111,1144,10/20/2019,2
1111,1144,10/27/2019,2
1111,1144,11/3/2019,21
1111,1144,11/10/2019,14
1111,1144,11/17/2019,6
1111,1144,11/24/2019,4
1111,1144,12/1/2019,1
1111,1144,12/8/2019,7
1111,1144,12/15/2019,39
1111,1144,12/22/2019,3
1111,1144,12/29/2019,25
1111,1145,1/6/2019,13
1111,1145,1/13/2019,10
1111,1145,1/20/2019,3
1111,1145,1/27/2019,10
1111,1145,2/3/2019,23
1111,1145,2/10/2019,10
1111,1145,2/17/2019,2
1111,1145,2/24/2019,2
1111,1145,3/3/2019,8
1111,1145,3/10/2019,1
1111,1145,3/17/2019,6
1111,1145,3/24/2019,1
1111,1145,3/31/2019,1
1111,1145,4/7/2019,3
1111,1145,4/14/2019,7
1111,1145,4/21/2019,11
1111,1145,4/28/2019,1
1111,1145,5/5/2019,8
1111,1145,5/12/2019,13
1111,1145,5/19/2019,17
1111,1145,5/26/2019,16
1111,1145,6/2/2019,23
1111,1145,6/9/2019,6
1111,1145,6/16/2019,3
1111,1145,6/23/2019,4
1111,1145,6/30/2019,9
1111,1145,7/7/2019,20
1111,1145,7/14/2019,24
1111,1145,7/21/2019,23
1111,1145,7/28/2019,8
1111,1145,8/4/2019,7
1111,1145,8/11/2019,37
1111,1145,8/18/2019,8
1111,1145,8/25/2019,2
1111,1145,9/1/2019,6
1111,1145,9/8/2019,17
1111,1145,9/15/2019,49
1111,1145,9/22/2019,4
1111,1145,9/29/2019,15
1111,1145,10/6/2019,10
1111,1145,10/13/2019,15
1111,1145,10/20/2019,2
1111,1145,10/27/2019,10
1111,1145,11/3/2019,3
1111,1145,11/10/2019,38
1111,1145,11/17/2019,4
1111,1145,11/24/2019,10
1111,1145,12/1/2019,26
1111,1145,12/8/2019,9
1111,1145,12/15/2019,4
1111,1145,12/22/2019,11
1111,1145,12/29/2019,11
1111,1146,1/6/2019,2
1111,1146,1/13/2019,5
1111,1146,1/20/2019,8
1111,1146,1/27/2019,3
1111,1146,2/3/2019,2
1111,1146,2/10/2019,4
1111,1146,2/17/2019,2
1111,1146,2/24/2019,7
1111,1146,3/3/2019,1
1111,1146,3/10/2019,9
1111,1146,3/17/2019,5
1111,1146,3/24/2019,6
1111,1146,3/31/2019,9
1111,1146,4/7/2019,5
1111,1146,4/14/2019,2
1111,1146,4/21/2019,12
1111,1146,4/28/2019,9
1111,1146,5/5/2019,7
1111,1146,5/12/2019,7
1111,1146,5/19/2019,13
1111,1146,5/26/2019,40
1111,1146,6/2/2019,16
1111,1146,6/9/2019,4
1111,1146,6/16/2019,24
1111,1146,6/23/2019,5
1111,1146,6/30/2019,16
1111,1146,7/7/2019,12
1111,1146,7/14/2019,4
1111,1146,7/21/2019,11
1111,1146,7/28/2019,4
1111,1146,8/4/2019,9
1111,1146,8/11/2019,7
1111,1146,8/18/2019,20
1111,1146,8/25/2019,13
1111,1146,9/1/2019,5
1111,1146,9/8/2019,5
1111,1146,9/15/2019,4
1111,1146,9/22/2019,13
1111,1146,9/29/2019,11
1111,1146,10/6/2019,40
1111,1146,10/13/2019,13
1111,1146,10/20/2019,4
1111,1146,10/27/2019,8
1111,1146,11/3/2019,3
1111,1146,11/10/2019,21
1111,1146,11/17/2019,2
1111,1146,11/24/2019,9
1111,1146,12/1/2019,2
1111,1146,12/8/2019,3
1111,1146,12/15/2019,14
1111,1146,12/22/2019,8
1111,1146,12/29/2019,13
1111,1147,1/6/2019,10
1111,1147,1/13/2019,7
1111,1147,1/20/2019,7
1111,1147,1/27/2019,3
1111,1147,2/3/2019,11
1111,1147,2/10/2019,5
1111,1147,2/17/2019,2
1111,1147,2/24/2019,4
1111,1147,3/3/2019,12
1111,1147,3/10/2019,9
1111,1147,3/17/2019,33
1111,1147,3/24/2019,24
1111,1147,3/31/2019,3
1111,1147,4/7/2019,2
1111,1147,4/14/2019,2
1111,1147,4/21/2019,11
1111,1147,4/28/2019,4
1111,1147,5/5/2019,5
1111,1147,5/12/2019,1
1111,1147,5/19/2019,9
1111,1147,5/26/2019,3
1111,1147,6/2/2019,18
1111,1147,6/9/2019,7
1111,1147,6/16/2019,6
1111,1147,6/23/2019,4
1111,1147,6/30/2019,5
1111,1147,7/7/2019,8
1111,1147,7/14/2019,25
1111,1147,7/21/2019,9
1111,1147,7/28/2019,14
1111,1147,8/4/2019,5
1111,1147,8/11/2019,1
1111,1147,8/18/2019,19
1111,1147,8/25/2019,6
1111,1147,9/1/2019,4
1111,1147,9/8/2019,1
1111,1147,9/15/2019,5
1111,1147,9/22/2019,6
1111,1147,9/29/2019,25
1111,1147,10/6/2019,1
1111,1147,10/13/2019,9
1111,1147,10/20/2019,1
1111,1147,10/27/2019,1
1111,1147,11/3/2019,13
1111,1147,11/10/2019,1
1111,1147,11/17/2019,16
1111,1147,11/24/2019,12
1111,1147,12/1/2019,4
1111,1147,12/8/2019,16
1111,1147,12/15/2019,8
1111,1147,12/22/2019,10
1111,1147,12/29/2019,19
1111,1148,1/6/2019,27
1111,1148,1/13/2019,12
1111,1148,1/20/2019,12
1111,1148,1/27/2019,19
1111,1148,2/3/2019,5
1111,1148,2/10/2019,15
1111,1148,2/17/2019,3
1111,1148,2/24/2019,10
1111,1148,3/3/2019,2
1111,1148,3/10/2019,8
1111,1148,3/17/2019,6
1111,1148,3/24/2019,7
1111,1148,3/31/2019,6
1111,1148,4/7/2019,2
1111,1148,4/14/2019,1
1111,1148,4/21/2019,30
1111,1148,4/28/2019,3
1111,1148,5/5/2019,4
1111,1148,5/12/2019,6
1111,1148,5/19/2019,3
1111,1148,5/26/2019,4
1111,1148,6/2/2019,12
1111,1148,6/9/2019,6
1111,1148,6/16/2019,17
1111,1148,6/23/2019,8
1111,1148,6/30/2019,9
1111,1148,7/7/2019,20
1111,1148,7/14/2019,8
1111,1148,7/21/2019,9
1111,1148,7/28/2019,16
1111,1148,8/4/2019,15
1111,1148,8/11/2019,6
1111,1148,8/18/2019,21
1111,1148,8/25/2019,7
1111,1148,9/1/2019,4
1111,1148,9/8/2019,1
1111,1148,9/15/2019,9
1111,1148,9/22/2019,15
1111,1148,9/29/2019,33
1111,1148,10/6/2019,9
1111,1148,10/13/2019,5
1111,1148,10/20/2019,3
1111,1148,10/27/2019,19
1111,1148,11/3/2019,35
1111,1148,11/10/2019,5
1111,1148,11/17/2019,15
1111,1148,11/24/2019,8
1111,1148,12/1/2019,11
1111,1148,12/8/2019,7
1111,1148,12/15/2019,23
1111,1148,12/22/2019,26
1111,1148,12/29/2019,0
1111,1149,1/6/2019,3
1111,1149,1/13/2019,18
1111,1149,1/20/2019,10
1111,1149,1/27/2019,10
1111,1149,2/3/2019,5
1111,1149,2/10/2019,1
1111,1149,2/17/2019,8
1111,1149,2/24/2019,6
1111,1149,3/3/2019,1
1111,1149,3/10/2019,2
1111,1149,3/17/2019,5
1111,1149,3/24/2019,6
1111,1149,3/31/2019,7
1111,1149,4/7/2019,4
1111,1149,4/14/2019,2
1111,1149,4/21/2019,5
1111,1149,4/28/2019,8
1111,1149,5/5/2019,4
1111,1149,5/12/2019,5
1111,1149,5/19/2019,3
1111,1149,5/26/2019,3
1111,1149,6/2/2019,9
1111,1149,6/9/2019,2
1111,1149,6/16/2019,5
1111,1149,6/23/2019,15
1111,1149,6/30/2019,6
1111,1149,7/7/2019,2
1111,1149,7/14/2019,5
1111,1149,7/21/2019,5
1111,1149,7/28/2019,2
1111,1149,8/4/2019,0
1111,1149,8/11/2019,7
1111,1149,8/18/2019,16
1111,1149,8/25/2019,8
1111,1149,9/1/2019,3
1111,1149,9/8/2019,7
1111,1149,9/15/2019,35
1111,1149,9/22/2019,14
1111,1149,9/29/2019,4
1111,1149,10/6/2019,10
1111,1149,10/13/2019,6
1111,1149,10/20/2019,5
1111,1149,10/27/2019,4
1111,1149,11/3/2019,16
1111,1149,11/10/2019,4
1111,1149,11/17/2019,26
1111,1149,11/24/2019,2
1111,1149,12/1/2019,8
1111,1149,12/8/2019,10
1111,1149,12/15/2019,7
1111,1149,12/22/2019,1
1111,1149,12/29/2019,3
1111,1150,1/6/2019,7
1111,1150,1/13/2019,16
1111,1150,1/20/2019,4
1111,1150,1/27/2019,9
1111,1150,2/3/2019,15
1111,1150,2/10/2019,7
1111,1150,2/17/2019,2
1111,1150,2/24/2019,43
1111,1150,3/3/2019,1
1111,1150,3/10/2019,3
1111,1150,3/17/2019,6
1111,1150,3/24/2019,4
1111,1150,3/31/2019,12
1111,1150,4/7/2019,5
1111,1150,4/14/2019,10
1111,1150,4/21/2019,8
1111,1150,4/28/2019,3
1111,1150,5/5/2019,5
1111,1150,5/12/2019,2
1111,1150,5/19/2019,17
1111,1150,5/26/2019,7
1111,1150,6/2/2019,5
1111,1150,6/9/2019,20
1111,1150,6/16/2019,4
1111,1150,6/23/2019,27
1111,1150,6/30/2019,9
1111,1150,7/7/2019,5
1111,1150,7/14/2019,5
1111,1150,7/21/2019,12
1111,1150,7/28/2019,1
1111,1150,8/4/2019,9
1111,1150,8/11/2019,10
1111,1150,8/18/2019,22
1111,1150,8/25/2019,40
1111,1150,9/1/2019,4
1111,1150,9/8/2019,34
1111,1150,9/15/2019,38
1111,1150,9/22/2019,6
1111,1150,9/29/2019,18
1111,1150,10/6/2019,13
1111,1150,10/13/2019,8
1111,1150,10/20/2019,32
1111,1150,10/27/2019,13
1111,1150,11/3/2019,12
1111,1150,11/10/2019,3
1111,1150,11/17/2019,4
1111,1150,11/24/2019,4
1111,1150,12/1/2019,3
1111,1150,12/8/2019,4
1111,1150,12/15/2019,13
1111,1150,12/22/2019,14
1111,1150,12/29/2019,7
1111,1151,1/6/2019,13
1111,1151,1/13/2019,3
1111,1151,1/20/2019,1
1111,1151,1/27/2019,32
1111,1151,2/3/2019,4
1111,1151,2/10/2019,5
1111,1151,2/17/2019,7
1111,1151,2/24/2019,4
1111,1151,3/3/2019,3
1111,1151,3/10/2019,5
1111,1151,3/17/2019,23
1111,1151,3/24/2019,5
1111,1151,3/31/2019,12
1111,1151,4/7/2019,3
1111,1151,4/14/2019,11
1111,1151,4/21/2019,7
1111,1151,4/28/2019,1
1111,1151,5/5/2019,1
1111,1151,5/12/2019,8
1111,1151,5/19/2019,6
1111,1151,5/26/2019,9
1111,1151,6/2/2019,3
1111,1151,6/9/2019,9
1111,1151,6/16/2019,6
1111,1151,6/23/2019,2
1111,1151,6/30/2019,8
1111,1151,7/7/2019,26
1111,1151,7/14/2019,5
1111,1151,7/21/2019,2
1111,1151,7/28/2019,36
1111,1151,8/4/2019,2
1111,1151,8/11/2019,4
1111,1151,8/18/2019,1
1111,1151,8/25/2019,7
1111,1151,9/1/2019,11
1111,1151,9/8/2019,1
1111,1151,9/15/2019,2
1111,1151,9/22/2019,13
1111,1151,9/29/2019,6
1111,1151,10/6/2019,7
1111,1151,10/13/2019,11
1111,1151,10/20/2019,4
1111,1151,10/27/2019,17
1111,1151,11/3/2019,23
1111,1151,11/10/2019,9
1111,1151,11/17/2019,5
1111,1151,11/24/2019,4
1111,1151,12/1/2019,1
1111,1151,12/8/2019,7
1111,1151,12/15/2019,4
1111,1151,12/22/2019,16
1111,1151,12/29/2019,3
1111,1152,1/6/2019,11
1111,1152,1/13/2019,5
1111,1152,1/20/2019,7
1111,1152,1/27/2019,17
1111,1152,2/3/2019,20
1111,1152,2/10/2019,11
1111,1152,2/17/2019,14
1111,1152,2/24/2019,8
1111,1152,3/3/2019,21
1111,1152,3/10/2019,3
1111,1152,3/17/2019,9
1111,1152,3/24/2019,0
1111,1152,3/31/2019,10
1111,1152,4/7/2019,8
1111,1152,4/14/2019,17
1111,1152,4/21/2019,2
1111,1152,4/28/2019,6
1111,1152,5/5/2019,18
1111,1152,5/12/2019,5
1111,1152,5/19/2019,6
1111,1152,5/26/2019,5
1111,1152,6/2/2019,20
1111,1152,6/9/2019,10
1111,1152,6/16/2019,11
1111,1152,6/23/2019,10
1111,1152,6/30/2019,3
1111,1152,7/7/2019,17
1111,1152,7/14/2019,14
1111,1152,7/21/2019,13
1111,1152,7/28/2019,5
1111,1152,8/4/2019,22
1111,1152,8/11/2019,5
1111,1152,8/18/2019,5
1111,1152,8/25/2019,18
1111,1152,9/1/2019,1
1111,1152,9/8/2019,1
1111,1152,9/15/2019,30
1111,1152,9/22/2019,4
1111,1152,9/29/2019,2
1111,1152,10/6/2019,5
1111,1152,10/13/2019,11
1111,1152,10/20/2019,5
1111,1152,10/27/2019,1
1111,1152,11/3/2019,16
1111,1152,11/10/2019,2
1111,1152,11/17/2019,1
1111,1152,11/24/2019,5
1111,1152,12/1/2019,2
1111,1152,12/8/2019,5
1111,1152,12/15/2019,6
1111,1152,12/22/2019,18
1111,1152,12/29/2019,2
1111,1153,1/6/2019,5
1111,1153,1/13/2019,5
1111,1153,1/20/2019,3
1111,1153,1/27/2019,1
1111,1153,2/3/2019,4
1111,1153,2/10/2019,23
1111,1153,2/17/2019,8
1111,1153,2/24/2019,4
1111,1153,3/3/2019,2
1111,1153,3/10/2019,3
1111,1153,3/17/2019,3
1111,1153,3/24/2019,11
1111,1153,3/31/2019,20
1111,1153,4/7/2019,5
1111,1153,4/14/2019,5
1111,1153,4/21/2019,1
1111,1153,4/28/2019,6
1111,1153,5/5/2019,2
1111,1153,5/12/2019,6
1111,1153,5/19/2019,6
1111,1153,5/26/2019,9
1111,1153,6/2/2019,12
1111,1153,6/9/2019,1
1111,1153,6/16/2019,14
1111,1153,6/23/2019,4
1111,1153,6/30/2019,2
1111,1153,7/7/2019,5
1111,1153,7/14/2019,3
1111,1153,7/21/2019,15
1111,1153,7/28/2019,9
1111,1153,8/4/2019,10
1111,1153,8/11/2019,3
1111,1153,8/18/2019,8
1111,1153,8/25/2019,11
1111,1153,9/1/2019,9
1111,1153,9/8/2019,2
1111,1153,9/15/2019,16
1111,1153,9/22/2019,7
1111,1153,9/29/2019,28
1111,1153,10/6/2019,4
1111,1153,10/13/2019,2
1111,1153,10/20/2019,48
1111,1153,10/27/2019,0
1111,1153,11/3/2019,1
1111,1153,11/10/2019,11
1111,1153,11/17/2019,2
1111,1153,11/24/2019,25
1111,1153,12/1/2019,7
1111,1153,12/8/2019,4
1111,1153,12/15/2019,4
1111,1153,12/22/2019,6
1111,1153,12/29/2019,3
1111,1154,1/6/2019,3
1111,1154,1/13/2019,4
1111,1154,1/20/2019,9
1111,1154,1/27/2019,24
1111,1154,2/3/2019,11
1111,1154,2/10/2019,22
1111,1154,2/17/2019,5
1111,1154,2/24/2019,12
1111,1154,3/3/2019,5
1111,1154,3/10/2019,5
1111,1154,3/17/2019,54
1111,1154,3/24/2019,7
1111,1154,3/31/2019,17
1111,1154,4/7/2019,6
1111,1154,4/14/2019,20
1111,1154,4/21/2019,6
1111,1154,4/28/2019,7
1111,1154,5/5/2019,3
1111,1154,5/12/2019,3
1111,1154,5/19/2019,9
1111,1154,5/26/2019,2
1111,1154,6/2/2019,0
1111,1154,6/9/2019,17
1111,1154,6/16/2019,1
1111,1154,6/23/2019,18
1111,1154,6/30/2019,12
1111,1154,7/7/2019,2
1111,1154,7/14/2019,22
1111,1154,7/21/2019,14
1111,1154,7/28/2019,8
1111,1154,8/4/2019,12
1111,1154,8/11/2019,9
1111,1154,8/18/2019,5
1111,1154,8/25/2019,14
1111,1154,9/1/2019,6
1111,1154,9/8/2019,8
1111,1154,9/15/2019,2
1111,1154,9/22/2019,23
1111,1154,9/29/2019,1
1111,1154,10/6/2019,9
1111,1154,10/13/2019,24
1111,1154,10/20/2019,2
1111,1154,10/27/2019,9
1111,1154,11/3/2019,3
1111,1154,11/10/2019,1
1111,1154,11/17/2019,3
1111,1154,11/24/2019,20
1111,1154,12/1/2019,2
1111,1154,12/8/2019,43
1111,1154,12/15/2019,11
1111,1154,12/22/2019,5
1111,1154,12/29/2019,3
1111,1155,1/6/2019,8
1111,1155,1/13/2019,6
1111,1155,1/20/2019,2
1111,1155,1/27/2019,3
1111,1155,2/3/2019,3
1111,1155,2/10/2019,4
1111,1155,2/17/2019,13
1111,1155,2/24/2019,5
1111,1155,3/3/2019,14
1111,1155,3/10/2019,6
1111,1155,3/17/2019,2
1111,1155,3/24/2019,9
1111,1155,3/31/2019,16
1111,1155,4/7/2019,10
1111,1155,4/14/2019,51
1111,1155,4/21/2019,12
1111,1155,4/28/2019,14
1111,1155,5/5/2019,8
1111,1155,5/12/2019,1
1111,1155,5/19/2019,2
1111,1155,5/26/2019,5
1111,1155,6/2/2019,7
1111,1155,6/9/2019,7
1111,1155,6/16/2019,1
1111,1155,6/23/2019,2
1111,1155,6/30/2019,10
1111,1155,7/7/2019,4
1111,1155,7/14/2019,2
1111,1155,7/21/2019,3
1111,1155,7/28/2019,4
1111,1155,8/4/2019,4
1111,1155,8/11/2019,2
1111,1155,8/18/2019,2
1111,1155,8/25/2019,10
1111,1155,9/1/2019,33
1111,1155,9/8/2019,11
1111,1155,9/15/2019,12
1111,1155,9/22/2019,3
1111,1155,9/29/2019,34
1111,1155,10/6/2019,2
1111,1155,10/13/2019,8
1111,1155,10/20/2019,7
1111,1155,10/27/2019,20
1111,1155,11/3/2019,3
1111,1155,11/10/2019,1
1111,1155,11/17/2019,14
1111,1155,11/24/2019,1
1111,1155,12/1/2019,9
1111,1155,12/8/2019,1
1111,1155,12/15/2019,3
1111,1155,12/22/2019,11
1111,1155,12/29/2019,15
1111,1156,1/6/2019,4
1111,1156,1/13/2019,14
1111,1156,1/20/2019,11
1111,1156,1/27/2019,5
1111,1156,2/3/2019,18
1111,1156,2/10/2019,6
1111,1156,2/17/2019,3
1111,1156,2/24/2019,36
1111,1156,3/3/2019,8
1111,1156,3/10/2019,17
1111,1156,3/17/2019,2
1111,1156,3/24/2019,13
1111,1156,3/31/2019,18
1111,1156,4/7/2019,4
1111,1156,4/14/2019,16
1111,1156,4/21/2019,11
1111,1156,4/28/2019,7
1111,1156,5/5/2019,3
1111,1156,5/12/2019,3
1111,1156,5/19/2019,5
1111,1156,5/26/2019,10
1111,1156,6/2/2019,8
1111,1156,6/9/2019,3
1111,1156,6/16/2019,2
1111,1156,6/23/2019,6
1111,1156,6/30/2019,8
1111,1156,7/7/2019,3
1111,1156,7/14/2019,5
1111,1156,7/21/2019,1
1111,1156,7/28/2019,7
1111,1156,8/4/2019,6
1111,1156,8/11/2019,1
1111,1156,8/18/2019,3
1111,1156,8/25/2019,6
1111,1156,9/1/2019,9
1111,1156,9/8/2019,4
1111,1156,9/15/2019,1
1111,1156,9/22/2019,6
1111,1156,9/29/2019,7
1111,1156,10/6/2019,6
1111,1156,10/13/2019,9
1111,1156,10/20/2019,14
1111,1156,10/27/2019,2
1111,1156,11/3/2019,5
1111,1156,11/10/2019,8
1111,1156,11/17/2019,1
1111,1156,11/24/2019,10
1111,1156,12/1/2019,3
1111,1156,12/8/2019,4
1111,1156,12/15/2019,11
1111,1156,12/22/2019,7
1111,1156,12/29/2019,5
1111,1157,1/6/2019,13
1111,1157,1/13/2019,5
1111,1157,1/20/2019,13
1111,1157,1/27/2019,6
1111,1157,2/3/2019,1
1111,1157,2/10/2019,7
1111,1157,2/17/2019,7
1111,1157,2/24/2019,19
1111,1157,3/3/2019,10
1111,1157,3/10/2019,9
1111,1157,3/17/2019,5
1111,1157,3/24/2019,11
1111,1157,3/31/2019,6
1111,1157,4/7/2019,5
1111,1157,4/14/2019,3
1111,1157,4/21/2019,4
1111,1157,4/28/2019,15
1111,1157,5/5/2019,9
1111,1157,5/12/2019,15
1111,1157,5/19/2019,30
1111,1157,5/26/2019,10
1111,1157,6/2/2019,3
1111,1157,6/9/2019,8
1111,1157,6/16/2019,9
1111,1157,6/23/2019,30
1111,1157,6/30/2019,7
1111,1157,7/7/2019,1
1111,1157,7/14/2019,5
1111,1157,7/21/2019,11
1111,1157,7/28/2019,1
1111,1157,8/4/2019,2
1111,1157,8/11/2019,13
1111,1157,8/18/2019,3
1111,1157,8/25/2019,4
1111,1157,9/1/2019,36
1111,1157,9/8/2019,6
1111,1157,9/15/2019,3
1111,1157,9/22/2019,3
1111,1157,9/29/2019,29
1111,1157,10/6/2019,15
1111,1157,10/13/2019,9
1111,1157,10/20/2019,8
1111,1157,10/27/2019,4
1111,1157,11/3/2019,3
1111,1157,11/10/2019,5
1111,1157,11/17/2019,2
1111,1157,11/24/2019,3
1111,1157,12/1/2019,1
1111,1157,12/8/2019,11
1111,1157,12/15/2019,22
1111,1157,12/22/2019,6
1111,1157,12/29/2019,10
1111,1158,1/6/2019,2
1111,1158,1/13/2019,3
1111,1158,1/20/2019,12
1111,1158,1/27/2019,14
1111,1158,2/3/2019,2
1111,1158,2/10/2019,7
1111,1158,2/17/2019,7
1111,1158,2/24/2019,8
1111,1158,3/3/2019,8
1111,1158,3/10/2019,2
1111,1158,3/17/2019,3
1111,1158,3/24/2019,7
1111,1158,3/31/2019,2
1111,1158,4/7/2019,4
1111,1158,4/14/2019,7
1111,1158,4/21/2019,2
1111,1158,4/28/2019,0
1111,1158,5/5/2019,23
1111,1158,5/12/2019,3
1111,1158,5/19/2019,10
1111,1158,5/26/2019,3
1111,1158,6/2/2019,11
1111,1158,6/9/2019,3
